Words,WordCounts,1-s2.0-S0925527314001339-main.txt,2302.12902.txt,2304.12966.txt,5595_raising_the_cost_of_malicious_.txt,978-3-662-49851-4_1.txt,Big_data_A_review.txt,Data_Mining_with_Big_Data.txt,EBSCO-FullText-2024-03-29 (1).txt,EBSCO-FullText-2024-03-29 (2).txt,EBSCO-FullText-2024-03-29.txt,J of Business Logistics - 2013 - Waller - Data Science  Predictive Analytics  and Big Data  A Revolution That Will.txt,provost-fawcett-2013-data-science-and-its-relationship-to-big-data-and-data-driven-decision-making.txt
data,1711,0.48123687564852735,0.013916101672738008,0.0007606350771847379,0.020857070453359137,0.5444371778624726,0.6554062863451736,0.6930959932270258,0.10132056618664208,0.05792776264266452,0.19042891013016633,0.45997282903863346,0.718426223145955
scm,60,0.07912615635215307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3263480659837128,0.0
big,325,0.01799988843148701,0.0,0.0,0.0,0.04098447013098403,0.3729556906180625,0.25144292636573395,0.006395173100481509,0.0038487335516134,0.013976200643593803,0.19885385685081697,0.12023502150171604
dpb,50,0.11868923452822959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1787144170863189,0.0
analytics,98,0.023829371333941793,0.0,0.0,0.0,0.02225960595183949,0.15133852241630283,0.00481121268703611,0.0,0.0,0.01315737834182108,0.1731633534630964,0.04042529430097895
logistics,33,0.02718201431440205,0.0,0.0,0.0,0.0,0.007398467255853038,0.0,0.0,0.0,0.0,0.17159625037096246,0.0
wiley,35,0.009481381797167135,0.0018981454438252367,0.0026975008549993424,0.0,0.0,0.006021553365968497,0.0,0.0,0.0,0.0,0.156420114662854,0.0
predictive,48,0.015886247555961193,0.0,0.0,0.0,0.0074198686506131645,0.005044617413876761,0.0,0.003762812324242098,0.0,0.00657868917091054,0.15444299092654543,0.012127588290293685
supply,101,0.20488532327635994,0.0,0.0,0.0,0.0040434180618044765,0.005498075000148977,0.0,0.004101049231852285,0.0,0.0,0.1326203093862472,0.004405909937956439
business,103,0.021181663407948262,0.0,0.0,0.0,0.08903842380735796,0.05044617413876761,0.012028031717590275,0.0,0.002264530109379615,0.0,0.13104253775585673,0.10914829461264317
onlinelibrary,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12666653153754956,0.0
quantitative,18,0.0,0.0,0.0,0.007348652286507967,0.0,0.0,0.0,0.0,0.0,0.0,0.1243230727557001,0.0
chain,92,0.18179965304803772,0.0,0.0012314980132511848,0.004824059262354202,0.0,0.005498075000148977,0.0,0.0,0.0,0.0,0.12241874712576663,0.004405909937956439
